Phenotype,Function,p-value (-log10),Genes
Bodycomposition,Patterning of body axis,3.263603498,CELSR1;Ifitm1;KMT2A;Lefty1;MLLT3;PCSK5;SFRP1;SFRP2;SHH;TULP3;ZBTB16
Bodycomposition,Lean body mass,3.252588192,CDC27;CYP19A1;FOXP2;GSK3A;LEPR;MAMLD1;MC3R;MRAP2;SLC25A21;UBE2J1
Bodycomposition,Differentiation of alveolar duct,3.232844134,CCND2;CYP19A1
Bodycomposition,Survival of germinal center B lymphocytes,3.232844134,DICER1;SHH
Bodycomposition,Transport of aminophospholipid,3.232844134,ATP8B1;SCARB2
Bodycomposition,Shortening of thoracic vertebra,3.232844134,SFRP1;SFRP2
Bodycomposition,Abnormal morphology of vestibular organ,3.222573178,FGF10;KCNE1;NTRK2;SCARB2;SHH
Bodycomposition,Development of reproductive system,3.22184875,AKAP9;ARID4B;C14orf39;CCND2;CNOT7;CYP19A1;DICER1;DMXL2;DND1;DNMT3A;EPAS1;FANCL;FGF10;FNDC3A;FOS;FST;GHRHR;GREB1L;IMMP2L;KIAA0319L;KMT2E;LEPR;NCOA1;NHLH2;NPEPPS;NTRK2;PPARG;PRDM14;PTP4A2;RNASE10;RSPO1;RUNX2;SFRP1;SFRP2;SHH;SIK3;TFEB;TIAL1;UBE2J1;UBE3A;USP42;VDR;VPS13B;XBP1;YTHDC2;ZBTB16
Bodycomposition,Abnormal morphology of stria vascularis of cochlea,3.201349355,APOE;KCNE1;MYO7A;SCARB2
Bodycomposition,Mass of brown adipose tissue,3.19859629,CYP19A1;EPAS1;FKBP5;FST;NAA10;PPARG
Bodycomposition,Morphology of connective tissue cells,3.195179321,ADORA1;APOE;BBS2;BHMT;CYP19A1;DLK1;GPR65;IRAK2;MC3R;MRAP2;NCOR2;PHLPP1;PPARG;SFRP1;SIK3;VDR
Bodycomposition,Concentration of hormone,3.187086643,ACSL4;Adcy3;AKT2;AP4E1;APOE;CISD2;CYP19A1;E2F3;GHRH;HERC1;IMMP2L;LEPR;MC3R;NCOA1;NHLH2;NTRK2;NUCKS1;PER2;PPARG;RBMS1;RUNX2;SGMS1;SIK1;SIK3;TACR3;VDR;ZBTB16
Bodycomposition,Homeostasis of blood cells,3.15739076,AKT2;AMPD3;DICER1;DNMT3A;ELK4;ENTPD1;EOMES;EPAS1;FADD;FLT3;FOXP1;GHRH;GHRHR;LEPR;MECOM;MPZL2;MYSM1;NBEA;P2RY14;PENK;PHLPP1;POLB;PPARG;PPP2R2A;PPP3CA;RUNX2;SHH;SLC40A1;SPN;STIM2;SYK;TFEB;TSPAN9;USP15;USP38;XRCC5;ZBTB16
Bodycomposition,Mass of uterus,3.151810883,APOE;CYP19A1;TACR3;UBE3A;VDR
Bodycomposition,Quantity of steroid hormone,3.150580586,ACSL4;APOE;CYP19A1;DICER1;DLG4;GHRHR;HMGN1;KCNE1;LEPR;NPY5R;NTRK2;PPARG
Bodycomposition,Metabolism of carbohydrate,3.149353765,ABHD16A;ADPGK;AGL;AKT2;APOE;CHSY3;DLK1;FOXP1;GCLC;Gulo;HGSNAT;LEPR;MBOAT7;NFYA;PAK1;PC;PDIA6;PER2;PFKM;PIGF;PITPNM1;PPARG;SCARB2;SIK3;TCF7L2;XBP1
Bodycomposition,Insulin sensitivity of liver,3.141462802,CIDEC;LEPR;XBP1
Bodycomposition,Cognitive impairment,3.125518182,Adcy3;APOE;CKB;CYP19A1;EHMT1;FOS;GSK3A;HGSNAT;KCNAB2;KMT2A;MID1;NCOA1;NRXN1;PCM1;PDXP;PTCHD1;PTPRD;RCAN1;TACR3;UBE3A
Bodycomposition,Congenital malformation of genitourinary system,3.116906641,ARID4B;CCND2;CNOT7;CYP19A1;E2F3;FANCL;FGF10;NAA10;NCOA1;NHLH2;PCSK5;RBMS1;SHH;TFEB;VDR
Bodycomposition,Morphogenesis of embryo,3.111259039,ADAMTS16;DICER1;EPB41L5;FGF10;FZD3;GREB1L;GZF1;MECOM;PCSK5;RAB23;RUNX2;SFRP2;SHH;SIK3;TCF7L2;TEAD1;TULP3;ZBTB16
Bodycomposition,Feeding,3.104577454,APOE;CACNA2D2;CIDEC;CISD2;EPAS1;FOXP2;LEPR;MC3R;MRAP2;MYH1;NCOR2;NPY5R;NTRK2;NUCKS1;PER2;PPARG;PTPRD;RSPO1;SIK3;SYT1;VDR;ZDHHC16
Bodycomposition,Mass of organism,3.102922997,AKT2;APOE;ATP8B1;BBS2;CAMSAP3;CD200;CYP19A1;DACT3;DICER1;DLG2;DLG4;DLK1;DNMT3A;E2F3;FOS;FST;GAS7;Gulo;IMMP2L;LEPR;MECOM;NCOR2;NPY5R;NTRK2;PPARG;SGMS1;TRAPPC9;VDR
Bodycomposition,Quantity of secretory structure,3.100726813,AKT2;CISD2;CYP19A1;DGKD;DICER1;DLK1;FGF10;FST;GHRH;LEPR;SHH;SLC30A7;TXNIP;VDR
Bodycomposition,Expansion of thymocytes,3.100179498,EOMES;SHH;SYK;ZBTB16
Bodycomposition,Concentration of corticosterone,3.055517328,ACSL4;APOE;CYP19A1;DICER1;DLG4;GHRHR;HMGN1;LEPR;NPY5R;NTRK2
Bodycomposition,Mass of secretory structure,3.014124643,AKT2;CCND2;CYP19A1;GHRH;LEPR;PPARG;PPP3CA;SHH;SIK3;TXNIP;UBE3A;VDR
Bodycomposition,Development of central nervous system,3.003050752,BBS2;CCND2;CYP19A1;DCLK2;DICER1;DMXL2;ENTPD1;EOMES;FGF10;FOXP2;FZD3;HERC1;IMMP2L;KCNE1;KIF21B;MBOAT7;MECOM;MID1;NCOR2;NTRK2;PAK1;PBX3;PDSS2;PLXNB2;PPARG;PPP3CA;PTCHD1;PTPRD;SETD1A;SHH;SUN1;SUN2;TCF20;TCF7L2;TENM4;TMEM108;TULP3;VPS13B;ZBTB16
Bodycomposition,Concentration of acylglycerol,2.995678626,AKT2;ALDH2;AP4E1;APOE;BBS2;BHMT;CIDEC;CYP19A1;DENND5B;DLK1;E2F3;ELOVL5;FKBP5;GAS7;GSK3A;IRAK2;LEPR;MBOAT7;PPARG;PPP3CA;SGMS1;SIK1;SIK3;TCF7L2;TXNIP;VDR;XBP1
Bodycomposition,Androgen receptor signaling pathway,2.974694135,PIAS2;RWDD1;UBE3A
Bodycomposition,Formation of esophagus,2.974694135,FOXP1;FOXP2;SHH
Bodycomposition,Abnormal morphology of epigonadal fat pad,2.974694135,APOE;CIDEC;CYP19A1
Bodycomposition,Transformation of hematopoietic stem cells,2.974694135,MECOM;PBX3;ZBTB16
Bodycomposition,Energy expenditure,2.970616222,ALDH2;BHMT;CIDEC;CKB;DICER1;DMD;FKBP5;GSK3A;IRAK2;LEPR;NAA10;NCOA1;NUCKS1;PPARG;VDR
Bodycomposition,Bone deformity,2.970616222,DMP1;FGF10;Gulo;MAMLD1;MC3R;MLLT3;RUNX2;SFRP2;SHH;SIK3;UBE2J1;VDR;ZBTB16
Bodycomposition,Size of connective tissue cells,2.966576245,APOE;BBS2;BHMT;CYP19A1;DLK1;IRAK2;MC3R;MRAP2;NCOR2;PHLPP1;PPARG;SFRP1;SIK3;VDR
Bodycomposition,Size of cells,2.966576245,AKT2;APOE;BBS2;BECN1;BHMT;CHN1;CYP19A1;DGKD;DICER1;DLK1;DMD;FOXP1;GSK3A;IRAK2;MAP3K1;MC3R;MFN2;MRAP2;MSI2;MYOZ1;NCOA1;NCOR2;PHLPP1;PPARG;SCARB2;SFRP1;SIK3;TCF7L2;TIAL1;VDR;XBP1
Bodycomposition,Thermogenesis,2.931814138,ABCD3;ALDH2;APOE;CIDEC;DICER1;KCNAB2;LEPR;NCOA1;RUNX2
Bodycomposition,Mass of visceral fat,2.91721463,CYP19A1;NHLH2;SFRP1;VDR
Bodycomposition,Abnormal morphology of Purkinje's layer of cerebellum,2.913640169,CCND2;CSMD3;FOXP2;NCOA1;RREB1;SUN1;SUN2;TRPC3
Bodycomposition,Quantity of gonadal cells,2.903089987,AKT2;CISD2;CNOT7;CYP19A1;ENTPD1;EPAS1;FANCL;FOS;NHLH2;RSPO1;SUN1;TIAL1;UBE2J1;UBE3A;VDR
Bodycomposition,Abnormality of lower limb,2.903089987,APOE;DMP1;ELMO1;FGF10;FST;MAMLD1;MC3R;MYOZ1;POLB;RUNX2;SEMA4D;SHH;UBE2J1;VDR;ZBTB16
Bodycomposition,Growth of embryo,2.882728704,APOE;BECN1;BHMT;DICER1;DLGAP4;EOMES;EPAS1;FOXP1;FOXP2;FZD3;GCLC;KDM4C;MAP3K1;MFN2;MSI2;NCOA1;NCOR2;PHF20L1;PLXNB2;PPARG;PTP4A2;PUM2;RAB23;SETD1A;SHH;TCF7L2;THOC1;TIAL1;TNKS
Bodycomposition,Abnormal morphology of Purkinje cells,2.860120914,CCND2;CSMD3;NCOA1;RREB1;SUN1;SUN2;TRPC3
Bodycomposition,Morphogenesis of nervous tissue,2.8569852,Adcy3;APOE;AUTS2;CAMK1D;CELSR1;CHN1;CKB;CSMD3;CYP19A1;DICER1;DLG4;ENTPD1;FNBP1L;FOS;FZD3;GAS7;HDGFL3;HERC1;MAGI2;MID1;MRAS;MYO6;NTRK2;PAK1;PLXNB2;PPP3CA;PTPRD;SEMA4D;SFRP1;SFRP2;SHH;TENM4;TMEM108;UBE3A
Bodycomposition,Transformation of bone marrow cells,2.826813732,CCND2;MECOM;PBX3
Bodycomposition,Morphogenesis of limb,2.823908741,DICER1;FGF10;MECOM;PCSK5;RAB23;RUNX2;SFRP2;SHH;SIK3;TULP3;ZBTB16
Bodycomposition,Synthesis of triacylglycerol,2.809668302,APOE;BHMT;GPLD1;PPARG;SIK1;TCF7L2
Bodycomposition,Formation of cellular protrusions,2.790484985,ABLIM1;Adcy3;AKAP9;APOE;AUTS2;BBS2;BECN1;C9orf72;CAMK1D;CELSR1;CHN1;CKB;CSMD3;CYP19A1;DICER1;DLG4;ELMOD2;ENTPD1;FNBP1L;FOS;GAS7;HDGFL3;HERC1;IQCB1;MAGI2;MID1;MRAS;MYO6;MYO7A;NRXN1;NTRK2;PACSIN2;PAK1;PLXNB2;PPP3CA;PTPRD;RAB8A;SEMA4D;SFRP1;SFRP2;SHH;TENM4;TMEM108;UBE3A
Bodycomposition,Morphology of cardiac muscle,2.785156152,APOE;BECN1;FADD;FOXP1;GSK3A;LEPR;MAP3K1;PPARG
Bodycomposition,Morphology of cilia,2.779891912,CAMSAP3;ELMOD2;FST;TCF7L2;TULP3
Bodycomposition,Oxidation of carbohydrate,2.779891912,BHMT;MCU;MFN2;TRPA1;TXNIP
Bodycomposition,Quantity of asialo GM2 ganglioside,2.761953897,APOE;HGSNAT
Bodycomposition,Morphology of trophoblast cells,2.761953897,APOE;MFN2
Bodycomposition,Apoptosis of retinal rods,2.761953897,AKT2;FOS
Bodycomposition,Lack of forelimb,2.761953897,FGF10;SHH
Bodycomposition,Volume of brain tissue,2.761953897,ENTPD1;PPARG
Bodycomposition,Rachitic rosary,2.761953897,Gulo;SIK3
Bodycomposition,Response of dopaminergic neurons,2.761953897,MFN2;XBP1
Bodycomposition,Adhesion of splenocytes,2.761953897,APOE;SPN
Bodycomposition,Sickness behavior,2.761953897,LEPR;MFN2
Bodycomposition,Density of stubby spine,2.761953897,CYP19A1;ENTPD1
Bodycomposition,Size of head,2.761953897,Adcy3;AKT2;AP4E1;CKB;DICER1;DNMT3A;ENTPD1;EPB41L1;FGF10;FST;FZD3;MID1;PCM1;PDCD6IP;PPARG;SHH;TRAPPC9
Bodycomposition,Apoptosis,2.756961951,ADORA1;AKT2;ALDH2;APOE;BBS2;BECN1;BNIP2;CACNA2D2;CAMK1D;CCND2;CD200;CIDEC;COL6A3;CYP19A1;DICER1;DMD;DMP1;DNMT3A;E2F3;ELMO1;EPAS1;FADD;FBXO11;FGF10;FLT3;FOS;FOXP1;G2E3;GAS7;GCLC;GHRH;GPR65;GSK3A;IRAK2;KCNB1;KMT2A;MAGI2;MAP3K1;MBOAT7;MECOM;MFN2;MINAR2;MRAS;MYSM1;NCOA1;NFYA;NHLH2;NTRK2;PAK1;PDCD6IP;PDGFC;PELI1;PIAS2;PLXNB2;POLB;PPARG;PPP3CA;PTP4A2;RCAN1;RREB1;RSPO1;SCARB2;SFRP1;SFRP2;SGMS1;SHH;SIK1;SLC40A1;SPG11;SPN;SUN1;SUN2;SYK;TCF7L2;TEAD1;TEX261;THOC1;TLE4;TNFAIP1;TOPORS;TRIM10;TXNIP;USP22;VDR;VPS13B;XBP1;XRCC5;ZBTB16
Bodycomposition,Abnormal morphology of brain,2.754487332,Adcy3;APOE;BBS2;CACNA2D2;CCND2;CHN1;CKB;CSMD3;DICER1;E2F3;EHMT1;ENTPD1;EPB41L1;FOXP2;MBOAT7;MECOM;MID1;NCOA1;NCOR2;NTRK2;PDCD6IP;PLXNB2;POLB;RREB1;SHH;SUN1;SUN2;TRPC3;UBE3A
Bodycomposition,Autophagy of epithelial cells,2.754487332,ALDH2;BECN1;GSK3A;PPARG
Bodycomposition,Pigmentation of hair,2.754487332,CISD2;CYP19A1;RLBP1;XRCC5
Bodycomposition,Sensory disorders,2.739928612,Adcy3;ADORA1;APOE;ATP8B1;BBS2;CAMSAP3;CISD2;DMXL2;ELMOD1;FGF10;FST;FZD3;LEPR;MINAR2;MYO7A;NTRK2;SCARB2;SLC25A21;TRPA1
Bodycomposition,Hematocrit,2.728158393,APOE;EPAS1;Gulo;KCNE1;KMT2E;MYSM1;PER2;PFKM;SLC40A1;TRPC3
Bodycomposition,Concentration of D-glucose,2.716698771,AGL;AKT2;APOE;CIDEC;CYP19A1;DGKD;DICER1;DLK1;ELOVL5;FOXP1;GAS7;LEPR;MCU;NUCKS1;PER2;PPARG;PPP3CA;SCARB2;SFRP1;SIK1;SIK3;TCF7L2;TXNIP;VDR
Bodycomposition,Size of muscle,2.716698771,AKT2;APOE;BECN1;DMD;FST;GSK3A;MAP3K1;MSI2;MYOZ1;SCARB2;VDR
Bodycomposition,Neuritogenesis,2.71219827,Adcy3;APOE;AUTS2;CAMK1D;CELSR1;CHN1;CKB;CSMD3;CYP19A1;DICER1;DLG4;ENTPD1;FNBP1L;FOS;GAS7;HDGFL3;HERC1;MAGI2;MID1;MRAS;MYO6;NTRK2;PAK1;PLXNB2;PPP3CA;PTPRD;SEMA4D;SFRP1;SFRP2;SHH;TENM4;TMEM108;UBE3A
Bodycomposition,Organismal death,2.705533774,ACSL4;Adcy3;ADORA1;AGL;AKT2;AP1G1;APOE;ARID4B;BECN1;CACNA2D2;CBX4;CCND2;CD200;CELSR1;CISD2;CNOT4;DGKD;DICER1;DLK1;DMD;DND1;DNMT3A;E2F3;EHMT1;EOMES;EPAS1;FADD;FANCL;FGF10;FLT3;FOS;FOXP1;FOXP2;FST;G2E3;GABRA2;GCLC;Gulo;HMGN1;IDE;KCNAB2;KDM4C;KMT2A;KMT2E;Lefty1;LEPR;MAGI2;MAP3K1;MBOAT7;MECOM;MFN2;MLLT3;NAA10;NCAPH;NCOA1;NCOR2;NFYA;NHLH2;NRXN1;NTRK2;PBX3;PCSK5;PDGFC;PDSS2;PELI1;PENK;PER2;PFKM;PIAS2;PLXNB2;POLB;PPARG;PPP3CA;PTPRD;RAB8A;RBMS1;RCAN1;RETREG3;RSPO1;RUNX2;SCARB2;SELENOK;SETD1A;SETD1B;SFRP1;SFRP2;SGMS1;SHH;SIK1;SIK3;SLC40A1;SSBP2;STIM2;SUN1;SUN2;SYK;SYT1;TCF7L2;TEAD1;TFEB;THOC1;TIAL1;TLE4;TNKS;TXNIP;UBE2J1;UBE3A;USP22;USP38;VDR;XBP1;XRCC5;ZDHHC16
Bodycomposition,Morphology of reproductive system,2.696803943,AKT2;APOE;CCND2;CIDEC;CISD2;CNOT7;CYP19A1;DDHD1;FKBP5;FOS;FST;GAS7;GHRH;GPR55;IMMP2L;MECOM;NAA10;NCOA1;NPEPPS;NTRK2;PPARG;SIK3;SUN1;TACR3;UBE3A;VDR
Bodycomposition,Shortening of bone organ,2.696803943,PDGFC;SFRP1;SFRP2
Bodycomposition,Respiratory distress syndrome,2.696803943,CMPK2;EPAS1;NCOR2
Bodycomposition,Pupillary light reflex,2.696803943,EOMES;MYO7A;NTRK2
Bodycomposition,Loss of adipose tissue,2.679853714,AKT2;FLT3;LEPR;PPARG
Bodycomposition,Coordination of limb,2.679853714,COL6A3;KCNE1;MID1;TRPC3
Bodycomposition,Function of hematopoietic stem cells,2.679853714,MECOM;MYSM1;PER2;TLE4
Bodycomposition,Long-term potentiation of cerebral cortex,2.679853714,APOE;CD200;CYP19A1;DLG4;GRIK1;NTRK2;PAK1;PPP3CA;PTPRD;UBE3A
Bodycomposition,Concentration of triacylglycerol,2.673664139,AKT2;ALDH2;APOE;BBS2;BHMT;CIDEC;CYP19A1;DENND5B;DLK1;E2F3;ELOVL5;FKBP5;GAS7;GSK3A;IRAK2;LEPR;MBOAT7;PPARG;PPP3CA;SIK1;SIK3;TCF7L2;TXNIP;VDR;XBP1
Bodycomposition,Abnormality of limb bone,2.663540266,DMP1;FGF10;FST;MAMLD1;MC3R;RUNX2;SEMA4D;SFRP2;SHH;UBE2J1;VDR;ZBTB16
Bodycomposition,Synthesis of monosaccharide,2.661543506,APOE;FOXP1;NFYA;PAK1;PC;PDIA6;PPARG;SIK3;TCF7L2
Bodycomposition,Abnormal morphology of cerebellar cortex,2.661543506,CCND2;CSMD3;FOXP2;MID1;NCOA1;RREB1;SUN1;SUN2;TRPC3
Bodycomposition,Learning,2.659555885,Adcy3;APOE;CCND2;CKB;CYP19A1;DICER1;EHMT1;FOS;GRIK1;KCNAB2;KMT2A;LEPR;MID1;NCOA1;NRXN1;NTRK2;PCM1;PDXP;PPP3CA;PTCHD1;PTPRD;RCAN1;RIC8A;SPG11;TACR3;TCF20;UBE3A;VPS13B
Bodycomposition,Size of adipocytes,2.643974143,APOE;BBS2;BHMT;CYP19A1;DLK1;IRAK2;MC3R;MRAP2;NCOR2;PPARG;SFRP1;SIK3
Bodycomposition,Formation of chromatin,2.638272164,ARID4B;DICER1;DNMT3A;HMGN1;MECOM;NUCKS1;SETD1A;ZNF462
Bodycomposition,Concentration of testosterone,2.63638802,ACSL4;AKT2;CISD2;CYP19A1;HERC1;NCOA1;NHLH2;PER2;ZBTB16
Bodycomposition,Cell transformation,2.634512015,ABLIM1;AKT2;AMFR;ARID4B;BECN1;CCND2;CD200;CNOT7;CTDSPL2;CYBA;DCUN1D3;DICER1;DLK1;E2F3;EIF4G1;ELOVL5;ENTPD1;EOMES;EPAS1;EPB41L5;FADD;FBXO11;FGF10;FLT3;FNBP1L;FOS;FOXP1;GPR65;HERC3;INPP5A;LEPR;LETMD1;MECOM;MRAS;MSI2;MTA3;NCAPH;NCOR2;NTRK2;NUCKS1;PAK1;PBX3;PC;PDGFC;PER2;PHF20L1;PHLPP1;PLXNB2;POLB;PPARG;PPP2R5C;PTP4A2;PTPN14;PTPRD;SEMA4D;SGMS1;SIK1;SLC40A1;SPN;SSBP2;SYK;TCF7L2;THOC1;TRAPPC9;TWF1;UBE2J1;UBE3A;USP12;VDR;VPS13B;XRCC5;ZBTB16
Bodycomposition,Extraintestinal functional disorder,2.632644079,AKT2;DGKD;E2F3;EPAS1;FGF10;FOS;NRXN1;PER2;PTCHD1;RCAN1;RUNX2;SIK3;XRCC5
Bodycomposition,Morphology of gland,2.625251654,AKT2;CCND2;CYP19A1;DGKD;FGF10;GHRH;LEPR;PPARG;PPP3CA;SHH;SIK3;TCF7L2;TXNIP;UBE3A;VDR;XBP1
Bodycomposition,Size of connective tissue,2.625251654,APOE;BBS2;BHMT;CYP19A1;DLK1;FKBP5;IRAK2;LEPR;MC3R;MRAP2;NCOR2;PHLPP1;PPARG;SFRP1;SIK3;VDR
Bodycomposition,Abnormal morphology of cerebellum,2.625251654,CACNA2D2;CCND2;CSMD3;EPB41L1;FOXP2;MID1;NCOA1;RREB1;SUN1;SUN2;TRPC3;UBE3A
Bodycomposition,Enlargement of connective tissue cells,2.616184634,DICER1;DNMT3A;LEPR;MC3R;PPARG;RUNX2;VDR
Bodycomposition,Morphology of pancreas,2.610833916,AKT2;CCND2;DGKD;LEPR;PPARG;PPP3CA;SHH;SIK3;TCF7L2;TXNIP;VDR
Bodycomposition,Microtubule dynamics,2.609064893,ABLIM1;Adcy3;AKAP9;APOE;AUTS2;BBS2;BECN1;C9orf72;CAMK1D;CAMSAP3;CELSR1;CHN1;CKB;CSMD3;CYP19A1;DCLK2;DICER1;DLG4;DLK1;ELMOD2;ENTPD1;FNBP1L;FOS;FST;GAS7;HDGFL3;HERC1;IDE;IQCB1;MAGI2;MID1;MRAS;MYO6;MYO7A;NRXN1;NTRK2;PACSIN2;PAK1;PCM1;PLXNB2;PPP3CA;PTPRD;RAB8A;SEMA4D;SFRP1;SFRP2;SHH;SPG11;TENM4;TMEM108;UBE3A
Bodycomposition,Deubiquitination of protein,2.609064893,USP12;USP15;USP22;USP42
Bodycomposition,Abnormal morphology of ear,2.588380294,APOE;BHMT;CISD2;ELMOD1;FGF10;FOXP2;KCNE1;MYO7A;NTRK2;SCARB2;SHH;SUN1
Bodycomposition,Organization of cytoplasm,2.586700236,ABLIM1;Adcy3;AKAP9;APOE;AUTS2;BBS2;BECN1;C9orf72;CAMK1D;CAMSAP3;CELSR1;CHN1;CKB;CSMD3;CYP19A1;DCLK2;DICER1;DLG4;DLK1;ELMO1;ELMOD2;ENTPD1;EPAS1;EPB41L5;FNBP1L;FOS;FST;GAS7;HDGFL3;HERC1;IDE;IQCB1;LETMD1;MAGI2;MID1;MRAS;MYO6;MYO7A;NRXN1;NTRK2;PACSIN2;PAK1;PCM1;PLXNB2;PPP3CA;PTPRD;PUM2;RAB8A;RETREG3;SEMA4D;SFRP1;SFRP2;SHH;SPG11;SUN2;TENM4;TFEB;THSD7A;TMEM108;UBE3A
Bodycomposition,Size of brain,2.583359493,Adcy3;AKT2;AP4E1;CKB;DICER1;ENTPD1;EPB41L1;FZD3;MID1;PCM1;PDCD6IP;PPARG;SHH;TRAPPC9
Bodycomposition,Hyperplasia of gonad,2.573488739,CNOT7;CYP19A1;FST;TIAL1;ZBTB16
Bodycomposition,Abnormal morphology of central nervous system,2.568636236,Adcy3;AKT2;APOE;BBS2;CACNA2D2;CCND2;CHN1;CISD2;CKB;CSMD3;DICER1;E2F3;EHMT1;ENTPD1;EPB41L1;FOXP2;MBOAT7;MECOM;MID1;NCOA1;NCOR2;NTRK2;PDCD6IP;PLXNB2;POLB;RREB1;SHH;SUN1;SUN2;TRPC3;UBE3A
Bodycomposition,Abnormal morphology of muscle,2.567030709,APOE;BECN1;CISD2;DEPDC5;DICER1;DMD;FADD;FOXP1;FOXP2;FST;Gulo;MYH1;MYOZ1;PFKM;PPARG;PPP3CA;PTPRD;RCAN1;SCARB2;SHH;SUN1;SUN2;TWF1;ZDHHC16
Bodycomposition,Quantity of adipocytes,2.563837353,CYP19A1;DICER1;DNMT3A;MC3R;NAA10;PPARG
Bodycomposition,Size of body,2.563837353,Adcy3;AKT2;AP1G1;APOE;ARID4B;BBS2;CACNA2D2;CHN1;CISD2;CKB;DACT3;DLK1;DNMT3A;E2F3;FGF10;FOS;FST;GHRH;GHRHR;KCNAB2;KMT2E;LEPR;MAMLD1;MBOAT7;MC3R;MRAP2;MYH1;MYOZ1;NTRK2;PDCD6IP;PER2;PPP3CA;PTPRD;RCAN1;RUNX2;SCARB2;SGMS1;SIK1;SIK3;SUN1;SUN2;TACR3;TLE4;UBE2J1;UBE3A;VDR;XRCC5;ZDHHC16
Bodycomposition,Cell-cell contact,2.562249437,Adcy3;AKT2;APOE;CACNA2D2;CD200;CYP19A1;DICER1;DLG4;DLGAP4;DMD;EPB41L5;FNDC3A;FST;GABRA2;GHRH;KMT2E;LINGO2;MPZL2;MYO6;NRXN1;NTRK2;PAK1;PDCD6IP;PEX3;PLXNB2;PRDM14;PTPRD;RNASE10;SEMA4D;SPG11;SUN1;SUN2;TRPA1;UBE2J1;VDR
Bodycomposition,Abnormality of tibia,2.55129368,FST;MAMLD1;RUNX2;SHH;UBE2J1;VDR;ZBTB16
Bodycomposition,Neurodegeneration of dopaminergic neurons,2.542118103,MFN2;SCARB2;SHH;XBP1
Bodycomposition,Growth of uterus,2.542118103,CYP19A1;FST;NCOA1;UBE3A
Bodycomposition,Morphology of myocardium,2.542118103,APOE;FOXP1;LEPR;PPARG
Bodycomposition,Hepatic steatosis,2.534617149,ALDH2;APOE;ATP8B1;BBS2;BHMT;CIDEC;CYP19A1;DEPDC5;DLK1;ELOVL5;EPAS1;FKBP5;LEPR;MBOAT7;MFN2;MRAP2;NUCKS1;PDGFC;PPARG;RCAN1;SFRP1;TXNIP
Bodycomposition,Development of connective tissue cells,2.527243551,ADORA1;DICER1;DNMT3A;FOS;FST;GPR65;ITCH;KMT2A;PPARG;PPP3CA;RUNX2;SEMA4D;SFRP1;SFRP2;SHH;SLC40A1;TSPAN13;VDR
Bodycomposition,Length of neurons,2.527243551,APOE;FOS;MYO6;NTRK2;PAK1;RAB8A;RCAN1;TENM4
Bodycomposition,Morphology of islet cells,2.514278574,AKT2;CCND2;DGKD;LEPR;PPARG;PPP3CA;TCF7L2;TXNIP;VDR
Bodycomposition,Synthesis of D-glucose,2.500312917,APOE;FOXP1;NFYA;PAK1;PDIA6;PPARG;SIK3;TCF7L2
Bodycomposition,Organization of cytoskeleton,2.48148606,ABLIM1;Adcy3;AKAP9;APOE;AUTS2;BBS2;BECN1;C9orf72;CAMK1D;CAMSAP3;CELSR1;CHN1;CKB;CSMD3;CYP19A1;DCLK2;DICER1;DLG4;DLK1;ELMO1;ELMOD2;ENTPD1;EPB41L5;FNBP1L;FOS;FST;GAS7;HDGFL3;HERC1;IDE;IQCB1;MAGI2;MID1;MRAS;MYO6;MYO7A;NRXN1;NTRK2;PACSIN2;PAK1;PCM1;PLXNB2;PPP3CA;PTPRD;RAB8A;SEMA4D;SFRP1;SFRP2;SHH;SPG11;SUN2;TENM4;THSD7A;TMEM108;UBE3A
Bodycomposition,Thoracic hypoplasia,2.478861916,CACNA2D2;CBX4;DICER1;FADD;FGF10;KMT2E;MECOM;SHH;SSBP2;TEAD1;TLE4;VDR;XRCC5
Bodycomposition,Differentiation of white adipocytes,2.477555766,FGF10;NCOR2;PER2;PPARG
Bodycomposition,Proliferation of LSK cells,2.477555766,FLT3;KMT2A;MECOM;PUM2
Bodycomposition,Hyperplasia of muscle,2.477555766,APOE;FST;PPARG;TRPC3
Bodycomposition,Generation of filaments,2.472370099,APOE;CYP19A1;SFRP1
Bodycomposition,Development of ganglion cells,2.472370099,DICER1;NTRK2;TULP3
Bodycomposition,Bleeding of blood vessel,2.472370099,APOE;ENTPD1;EPAS1
Bodycomposition,Morphology of radial glial progenitor cell,2.468521083,TCF7L2;TULP3
Bodycomposition,Density of microvilli,2.468521083,NCOA1;PACSIN2
Bodycomposition,Delay in closure of wound,2.468521083,MAP3K1;SEMA4D
Bodycomposition,Overflow of norepinephrine,2.468521083,ADORA1;ENTPD1
Bodycomposition,Activation of adipocytes,2.468521083,CIDEC;PPARG
Bodycomposition,Anosmia,2.468521083,Adcy3;BBS2
Bodycomposition,Morphogenesis of genital bud,2.468521083,FGF10;TCF7L2
Bodycomposition,Lack of hindlimb,2.468521083,FGF10;SHH
Bodycomposition,Lack of fibula,2.468521083,SHH;ZBTB16
Bodycomposition,Lack of vestibulocochlear cranial nerve ganglion,2.468521083,FGF10;SHH
Bodycomposition,Bronchial development,2.468521083,FGF10;TULP3
Bodycomposition,Internal diameter at end systole of left ventricle,2.468521083,SLC40A1;TRPA1
Bodycomposition,Quantity of heterochromatin,2.468521083,SUN1;SUN2
Bodycomposition,Formation of limb bud,2.468521083,FGF10;SHH
