Phenotype,Function,p-value (-log10),Genes
Insulin,Abnormal morphology of rostral migratory stream,1.59345982,DCX
Insulin,Hydrolysis of triacylglycerol,1.57024772,LIPE
Insulin,Function of white adipose tissue,1.57024772,LIPE
Insulin,Dilated cardiomyopathy,1.554395797,BNIP3;PRKD1
Insulin,Positive selection of thymocytes,1.549750892,ELK1
Insulin,Abnormal morphology of spermatogonia,1.511449283,USP1
Insulin,Abnormal quantity of fatty acid,1.493494968,LIPE
Insulin,Chondrogenesis,1.493494968,ALG2
Insulin,Concentration of retinol,1.493494968,LIPE
Insulin,Depolarization of mitochondria,1.493494968,PRKD1
Insulin,Proliferation of pre-T lymphocytes,1.474955193,PRKD1
Insulin,Differentiation of adipose cell lines,1.458420756,USP1
Insulin,Synthesis of DNA,1.453457337,POLD3;PRKD1
Insulin,Migration of cortical neurons,1.427128398,DCX
Insulin,Apoptosis of chondrocytes,1.427128398,BNIP3
Insulin,Immortalization of fibroblasts,1.427128398,ARID3A
Insulin,Degeneration of retinal layer,1.427128398,BNIP3
Insulin,Alveolar rhabdomyosarcoma,1.412289035,DCX
Insulin,Radiosensitivity,1.412289035,ANKHD1
Insulin,Phosphorylation of L-threonine,1.412289035,PRKD1
Insulin,Synthesis of nucleotide,1.404503778,ADCY9;LIPE
Insulin,Quantity of germ cells,1.388276692,LIPE;USP1
Insulin,Working memory,1.384049948,TCF20
Insulin,Cell viability of embryonic stem cell lines,1.384049948,PRKD1
Insulin,Development of head,1.377785977,ALG2;DCX;SFXN3;TCF20;WDR37
Insulin,Quantity of bone marrow cells,1.37161107,ARID3A;USP1
Insulin,Quantity of pathological cyst,1.370590401,PRKD1
Insulin,Abnormal morphology of seminiferous epithelium,1.35753548,LIPE
Insulin,Dysfunction of mitochondria,1.35753548,BNIP3
Insulin,Differentiation of pre-T lymphocytes,1.344861565,PRKD1
Insulin,Mass of mitochondria,1.332547047,PRKD1
Insulin,Insulin tolerance,1.320572103,LIPE
Insulin,Force generation,1.320572103,PRKD1
Insulin,Duchenne muscular dystrophy,1.308918508,BNIP3
